"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Crinoidea&show=loc,paleoloc"
"Access Time","Sun 2017-10-22 23:02:44 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Crinoidea"
"","timerule","major"
"","taxon_status","all"
"","show","loc,paleoloc"
"Elapsed Time","0.712"
"Records Found","11872"
"Records Returned","11872"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate"
"231121","occ","","","23454","Dendrocrinus sp.","genus","32134","","Dendrocrinus","genus","32134","Blackriveran","Rocklandian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231122","occ","","","23454","Dendrocrinus ? springeri","species","255666","recombined as","Quienquecaudex springeri","species","255666","Blackriveran","Rocklandian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231123","occ","","","23454","Glyptocrinus pustulosis","species","31771","species not entered","Glyptocrinus","genus","31771","Blackriveran","Rocklandian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231124","occ","","","23454","Isotomocrinus minutus","species","31942","species not entered","Isotomocrinus","genus","31942","Blackriveran","Rocklandian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231125","occ","","","23454","Porocrinus pentagonius","species","32340","species not entered","Porocrinus","genus","32340","Blackriveran","Rocklandian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231126","occ","","","23454","Reteocrinus rocktonensis","species","31657","species not entered","Reteocrinus","genus","31657","Blackriveran","Rocklandian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231150","occ","","","23457","Archaeocrinus sp.","genus","31601","","Archaeocrinus","genus","31601","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231151","occ","","","23457","Carabocrinus dicyclicus","species","32093","species not entered","Carabocrinus","genus","32093","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231152","occ","","","23457","Carabocrinus magnificus","species","32093","species not entered","Carabocrinus","genus","32093","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231153","occ","","","23457","Cremacrinus guttenbergensis","species","31906","species not entered","Cremacrinus","genus","31906","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231154","occ","","","23457","Cremacrinus punctatus","species","31906","species not entered","Cremacrinus","genus","31906","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231155","occ","","","23457","Cupulocrinus jewetti","species","32124","species not entered","Cupulocrinus","genus","32124","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231156","occ","","","23457","Cupulocrinus levorsoni","species","32124","species not entered","Cupulocrinus","genus","32124","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231157","occ","","","23457","Dendrocrinus sp.","genus","32134","","Dendrocrinus","genus","32134","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231158","occ","","","23457","Grenprisia billingsi","species","32185","species not entered","Grenprisia","genus","32185","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231159","occ","","","23457","Isotomocrinus tenuis","species","345934","obsolete variant of","Cincinnaticrinus varibrachialus","species","328620","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231161","occ","","","23457","Periglyptocrinus spinuliferus","species","31820","species not entered","Periglyptocrinus","genus","31820","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231162","occ","","","23457","Porocrinus pentagonius","species","32340","species not entered","Porocrinus","genus","32340","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231163","occ","","","23457","Pycnocrinus gerki","species","31840","species not entered","Pycnocrinus","genus","31840","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231164","occ","","","23457","Pycnocrinus multibrachialis","species","31840","species not entered","Pycnocrinus","genus","31840","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231165","occ","","","23457","Reteocrinus rocktonensis","species","31657","species not entered","Reteocrinus","genus","31657","Rocklandian","Kirkfieldian","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231200","occ","","","23460","Archaeocrinus sp.","genus","31601","","Archaeocrinus","genus","31601","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231201","occ","","","23460","Carabocrinus dicyclicus","species","32093","species not entered","Carabocrinus","genus","32093","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231202","occ","","","23460","Carabocrinus magnificus","species","32093","species not entered","Carabocrinus","genus","32093","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231203","occ","","","23460","Cremacrinus guttenbergensis","species","31906","species not entered","Cremacrinus","genus","31906","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231204","occ","","","23460","Cremacrinus punctatus","species","31906","species not entered","Cremacrinus","genus","31906","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231205","occ","","","23460","Cupulocrinus canaliculatus","species","32124","species not entered","Cupulocrinus","genus","32124","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231206","occ","","","23460","Cupulocrinus jewetti","species","32124","species not entered","Cupulocrinus","genus","32124","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231207","occ","","","23460","Glyptocrinus sp.","genus","31771","","Glyptocrinus","genus","31771","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231209","occ","","","23460","Isotomocrinus tenuis","species","345934","obsolete variant of","Cincinnaticrinus varibrachialus","species","328620","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231220","occ","","","23460","Porocrinus elegans","species","32340","species not entered","Porocrinus","genus","32340","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231221","occ","","","23460","Porocrinus pentagonius","species","32340","species not entered","Porocrinus","genus","32340","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231222","occ","","","23460","Pycnocrinus sardesoni","species","31840","species not entered","Pycnocrinus","genus","31840","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231280","occ","","","23465","Carabocrinus dicyclicus","species","32093","species not entered","Carabocrinus","genus","32093","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231281","occ","","","23465","Carabocrinus magnificus","species","32093","species not entered","Carabocrinus","genus","32093","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231282","occ","","","23465","Cremacrinus punctatus","species","31906","species not entered","Cremacrinus","genus","31906","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231283","occ","","","23465","Cupulocrinus canaliculatus","species","32124","species not entered","Cupulocrinus","genus","32124","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231284","occ","","","23465","Cupulocrinus humilis","species","345940","","Cupulocrinus humilis","species","345939","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231285","occ","","","23465","Cupulocrinus jewetti","species","32124","species not entered","Cupulocrinus","genus","32124","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231286","occ","","","23465","Glyptocrinus sp.","genus","31771","","Glyptocrinus","genus","31771","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231288","occ","","","23465","Isotomocrinus tenuis","species","345934","obsolete variant of","Cincinnaticrinus varibrachialus","species","328620","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231289","occ","","","23465","Porocrinus elegans","species","32340","species not entered","Porocrinus","genus","32340","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231290","occ","","","23465","Porocrinus pentagonius","species","32340","species not entered","Porocrinus","genus","32340","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231291","occ","","","23465","Pycnocrinus sardesoni","species","31840","species not entered","Pycnocrinus","genus","31840","Kirkfieldian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231296","occ","","","23469","Carabocrinus dicyclicus","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference","gp_mid","-115.28","-11.71","101"
"231297","occ","","","23469","Carabocrinus magnificus","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference","gp_mid","-115.28","-11.71","101"
"231298","occ","","","23469","Carabocrinus oogyi","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference","gp_mid","-115.28","-11.71","101"
"231299","occ","","","23469","Cupulocrinus humilis","species","345940","","Cupulocrinus humilis","species","345939","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference","gp_mid","-115.28","-11.71","101"
"231300","occ","","","23469","Glyptocrinus tridactylus","species","31771","species not entered","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference","gp_mid","-115.28","-11.71","101"
"231301","occ","","","23469","Glyptocrinus sp.","genus","31771","","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference","gp_mid","-115.28","-11.71","101"
"231302","occ","","","23469","Hybocrinus conicus","species","345942","","Hybocrinus conicus","species","345942","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference","gp_mid","-115.28","-11.71","101"
"231303","occ","","","23469","Pycnocrinus sardesoni","species","31840","species not entered","Pycnocrinus","genus","31840","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference","gp_mid","-115.28","-11.71","101"
"231307","occ","","","23470","Carabocrinus dicyclicus","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231308","occ","","","23470","Carabocrinus magnificus","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231309","occ","","","23470","Carabocrinus oogyi","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231310","occ","","","23470","Cupulocrinus humilis","species","345940","","Cupulocrinus humilis","species","345939","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231311","occ","","","23470","Cupulocrinus molanderi","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231312","occ","","","23470","Glyptocrinus tridactylus","species","31771","species not entered","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231313","occ","","","23470","Glyptocrinus spp.","genus","31771","","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231314","occ","","","23470","Hybocrinus conicus","species","345942","","Hybocrinus conicus","species","345942","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231315","occ","","","23470","Pycnocrinus sardesoni","species","31840","species not entered","Pycnocrinus","genus","31840","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231322","occ","","","23471","Carabocrinus dicyclicus","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231323","occ","","","23471","Carabocrinus magnificus","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231324","occ","","","23471","Carabocrinus oogyi","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231325","occ","","","23471","Cupulocrinus molanderi","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231326","occ","","","23471","Glyptocrinus tridactylus","species","31771","species not entered","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231327","occ","","","23471","Glyptocrinus spp.","genus","31771","","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231328","occ","","","23471","Hybocrinus conicus","species","345942","","Hybocrinus conicus","species","345942","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231329","occ","","","23471","Pycnocrinus sardesoni","species","31840","species not entered","Pycnocrinus","genus","31840","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231334","occ","","","23472","Carabocrinus dicyclicus","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231335","occ","","","23472","Carabocrinus magnificus","species","32093","species not entered","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231336","occ","","","23472","Cremacrinus guttenbergensis","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231337","occ","","","23472","Dendrocrinus aff. acutidactylus","species","32134","species not entered","Dendrocrinus","genus","32134","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231356","occ","","","23468","Crotalocrinites rugosus","species","32120","species not entered","Crotalocrinites","genus","32120","Ludlow","","427.4","423","6695","UA","","","based on political unit","minutes","local area","Type locality: Southern side of the Dniester near Sokol (basis of coordinates). Distribution: Podolia.","gp_mid","-34.71","0.43","302"
"231366","occ","","","23474","Abludoglyptocrinus spp.","genus","31684","","Abludoglyptocrinus","genus","31684","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231367","occ","","","23474","Carabocrinus sp.","genus","32093","","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231368","occ","","","23474","Cleiocrinus sp.","genus","31606","","Cleiocrinus","genus","31606","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231369","occ","","","23474","Cremacrinus crossmani","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231370","occ","","","23474","Cremacrinus guttenbergensis","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231371","occ","","","23474","Cupulocrinus aff. conjugans","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231372","occ","","","23474","Cupulocrinus aff. gracilis","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231373","occ","","","23474","Dendrocrinus aff. acutidactylus","species","32134","species not entered","Dendrocrinus","genus","32134","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231375","occ","","","23474","Ectenocrinus simplex","species","328735","","Ectenocrinus simplex","species","328735","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231376","occ","","","23474","Ptychocrinus sp.","genus","31655","","Ptychocrinus","genus","31655","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231377","occ","","","23474","Pycnocrinus sp.","genus","31840","","Pycnocrinus","genus","31840","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231378","occ","","","23474","Quienquecaudex springeri","species","255667","","Quienquecaudex springeri","species","255666","Shermanian","","460.9","449.5","6707","US","Iowa, Illinois","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231409","occ","","","23477","Abludoglyptocrinus charltoni","species","31684","species not entered","Abludoglyptocrinus","genus","31684","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231410","occ","","","23477","Abludoglyptocrinus aff. charltoni","species","31684","species not entered","Abludoglyptocrinus","genus","31684","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231411","occ","","","23477","Abludoglyptocrinus spp.","genus","31684","","Abludoglyptocrinus","genus","31684","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231413","occ","","","23477","Calceocrinus gossmani","species","31891","species not entered","Calceocrinus","genus","31891","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231414","occ","","","23477","Carabocrinus radiatus","species","345943","","Carabocrinus radiatus","species","345943","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231415","occ","","","23477","Carabocrinus spp.","genus","32093","","Carabocrinus","genus","32093","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231417","occ","","","23477","Cremacrinus aff. arctus","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231418","occ","","","23477","Cremacrinus crossmani","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231430","occ","","","23477","Cremacrinus gerki","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231431","occ","","","23477","Cremacrinus guttenbergensis","species","31906","species not entered","Cremacrinus","genus","31906","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231432","occ","","","23477","Cupulocrinus aff. conjugans","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231433","occ","","","23477","Cupulocrinus aff. gracilis","species","32124","species not entered","Cupulocrinus","genus","32124","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231434","occ","","","23477","Dendrocrinus aff. acutidactylus","species","32134","species not entered","Dendrocrinus","genus","32134","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231435","occ","","","23477","Ectenocrinus simplex","species","328735","","Ectenocrinus simplex","species","328735","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231436","occ","","","23477","Glyptocrinus sp.","genus","31771","","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231437","occ","","","23477","Glyptocrinus aff. ornatus","species","344837","","Glyptocrinus ornatus","species","344837","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231438","occ","","","23477","Glyptocrinus aff. pustulosis","species","31771","species not entered","Glyptocrinus","genus","31771","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231439","occ","","","23477","Hybocrinus conicus","species","345942","","Hybocrinus conicus","species","345942","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231440","occ","","","23477","Ptychocrinus sp.","genus","31655","","Ptychocrinus","genus","31655","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231441","occ","","","23477","Pycnocrinus sp.","genus","31840","","Pycnocrinus","genus","31840","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231442","occ","","","23477","Quienquecaudex springeri","species","255667","","Quienquecaudex springeri","species","255666","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231443","occ","","","23477","Rhaphanocrinus aff. buckleyi","species","31659","species not entered","Rhaphanocrinus","genus","31659","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231444","occ","","","23477","aff. Trichinocrinus spp.","genus","31672","","Trichinocrinus","genus","31672","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231468","occ","","","23481","Abludoglyptocrinus charltoni","species","31684","species not entered","Abludoglyptocrinus","genus","31684","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
"231469","occ","","","23481","Abludoglyptocrinus aff. charltoni","species","31684","species not entered","Abludoglyptocrinus","genus","31684","Shermanian","","460.9","449.5","6707","US","Illinois, Iowa","","estimated from map","degrees","basin","None in reference.","gp_mid","-115.28","-11.71","101"
